?item	?itemLabel	?kid	?commons_skab	?commonscat	?article
<http://www.wikidata.org/entity/Q21646933>	"Jan Hendricksz. van Zuylen"@da	"1974"	"Jan Hendricksz. van Zuylen"	"Jan Hendricksz. van Zuylen"	<https://commons.wikimedia.org/wiki/Category:Jan_Hendricksz._van_Zuylen>
<http://www.wikidata.org/entity/Q22231154>	"Friedrich Wilhelm Böhme"@da	"467"		"Friedrich Wilhelm Boehme"	<https://commons.wikimedia.org/wiki/Category:Friedrich_Wilhelm_Boehme>
<http://www.wikidata.org/entity/Q22231218>	"Johann Georg Wahl"@da	"639"			<https://commons.wikimedia.org/wiki/Category:Johan_Georg_Wahl>
<http://www.wikidata.org/entity/Q22341686>	"Bartholomäus Milwitz"@da	"812"	"Bartholomäus Milwitz"	"Bartholomäus Milwitz"	<https://commons.wikimedia.org/wiki/Category:Bartholom%C3%A4us_Milwitz>
<http://www.wikidata.org/entity/Q22970792>	"Poul Hagelstein"@da	"528"	"Poul Hagelstein"	"Poul Hagelstein"	<https://commons.wikimedia.org/wiki/Category:Poul_Hagelstein>
<http://www.wikidata.org/entity/Q23418875>	"Giovanni Carboncino"@da	"1893"			<https://commons.wikimedia.org/wiki/Category:Giovanni_Carboncino>
<http://www.wikidata.org/entity/Q3785502>	"Hieronymus, II Francken"@da	"2799"	"Hieronymus Francken (II)"	"Hieronymus Francken (II)"	<https://commons.wikimedia.org/wiki/Category:Hieronymus_Francken_(II)>
<http://www.wikidata.org/entity/Q3797069>	"Moritz Unna"@da	"632"	"Moritz Unna"	"Moritz Unna"	<https://commons.wikimedia.org/wiki/Category:Moritz_Unna>
<http://www.wikidata.org/entity/Q3806961>	"Johannes van Haensbergen"@da	"2807"	"Jan van Haensbergen"	"Jan van Haensbergen"	<https://commons.wikimedia.org/wiki/Category:Jan_van_Haensbergen>
<http://www.wikidata.org/entity/Q3807450>	"Jasper van der Lanen"@da	"709"	"Jasper van der Lanen"	"Jasper van der Lanen"	<https://commons.wikimedia.org/wiki/Category:Jasper_van_der_Lanen>
<http://www.wikidata.org/entity/Q3808839>	"Johann Christian Vollerdt"@da	"1936"	"Johann Christian Vollerdt"	"Johann Christian Vollerdt"	<https://commons.wikimedia.org/wiki/Category:Johann_Christian_Vollerdt>
<http://www.wikidata.org/entity/Q3817748>	"Jais Nielsen"@da	"856"		"Jais Nielsen"	<https://commons.wikimedia.org/wiki/Category:Jais_Nielsen>
<http://www.wikidata.org/entity/Q3902864>	"Pier Francesco Guala"@da	"34242"	"Pier Francesco Guala"	"Pier Francesco Guala"	<https://commons.wikimedia.org/wiki/Category:Pier_Francesco_Guala>
<http://www.wikidata.org/entity/Q3903514>	"Pieter Moninckx"@da	"824"	"Pieter Moninckx"	"Pieter Moninckx"	<https://commons.wikimedia.org/wiki/Category:Pieter_Moninckx>
<http://www.wikidata.org/entity/Q3903515>	"Pieter Schoubroeck"@da	"1812"	"Pieter Schoubroeck"	"Pieter Schoubroeck"	<https://commons.wikimedia.org/wiki/Category:Pieter_Schoubroeck>
<http://www.wikidata.org/entity/Q3996918>	"Toussaint Gelton"@da	"2472"	"Toussaint Gelton"	"Toussaint Gelton"	<https://commons.wikimedia.org/wiki/Category:Toussaint_Gelton>
<http://www.wikidata.org/entity/Q4019902>	"Willem Romeyn"@da	"1769"	"Willem Romeijn"	"Willem Romeijn"	<https://commons.wikimedia.org/wiki/Category:Willem_Romeijn>
<http://www.wikidata.org/entity/Q4019900>	"Willem Schellinks"@da	"1805"	"Willem Schellinks"	"Willem Schellinks"	<https://commons.wikimedia.org/wiki/Category:Willem_Schellinks>
<http://www.wikidata.org/entity/Q4027439>	"Harald Slott-Møller"@da	"892"	"Harald Slott-Møller"	"Harald Slott-Møller"	<https://commons.wikimedia.org/wiki/Category:Harald_Slott-M%C3%B8ller>
<http://www.wikidata.org/entity/Q4134632>	"Christian David Gebauer"@da	"186"	"Christian David Gebauer"	"Christian David Gebauer"	<https://commons.wikimedia.org/wiki/Category:Christian_David_Gebauer>
<http://www.wikidata.org/entity/Q4232319>	"Angelo Maria Crivelli"@da	"1492"		"Angelo Maria Crivelli"	<https://commons.wikimedia.org/wiki/Category:Angelo_Maria_Crivelli>
<http://www.wikidata.org/entity/Q4269428>	"Henrik Lund"@da	"22083"	"Henrik Lund"	"Henrik Lund"	<https://commons.wikimedia.org/wiki/Category:Henrik_Lund>
<http://www.wikidata.org/entity/Q4269428>	"Henrik Lund"@da	"1688"	"Henrik Lund"	"Henrik Lund"	<https://commons.wikimedia.org/wiki/Category:Henrik_Lund>
<http://www.wikidata.org/entity/Q46373>	"Edgar Degas"@da	"5937"	"Edgar Degas"	"Edgar Degas"	<https://commons.wikimedia.org/wiki/Edgar_Degas>
<http://www.wikidata.org/entity/Q12314148>	"Gotfred Rode"@da	"2729"		"Gotfred Rode (painter)"	<https://commons.wikimedia.org/wiki/Category:Gotfred_Rode_(painter)>
<http://www.wikidata.org/entity/Q12314699>	"Gustav Vermehren"@da	"1213"	"Gustav Vermehren"	"Gustav Vermehren"	<https://commons.wikimedia.org/wiki/Category:Gustav_Vermehren>
<http://www.wikidata.org/entity/Q12315181>	"Hanne Hellesen"@da	"2580"	"Hanne Hellesen"	"Hanne Hellesen"	<https://commons.wikimedia.org/wiki/Category:Hanne_Hellesen>
<http://www.wikidata.org/entity/Q12315316>	"Hans Friis"@da	"183"	"Hans Friis"	"Hans Friis (painter)"	<https://commons.wikimedia.org/wiki/Category:Hans_Friis_(painter)>
<http://www.wikidata.org/entity/Q12315331>	"Hans Hansen"@da	"532"	"Hans Hansen (1769-1828)"	"Hans Hansen (1769-1828)"	<https://commons.wikimedia.org/wiki/Category:Hans_Hansen_(1769-1828)>
<http://www.wikidata.org/entity/Q12315643>	"Harald Holm"@da	"546"	"Harald Holm"	"Harald Holm (painter)"	<https://commons.wikimedia.org/wiki/Category:Harald_Holm_(painter)>
<http://www.wikidata.org/entity/Q12315949>	"Heinrich Buntzen"@da	"415"	"Heinrich Buntzen"	"Heinrich Buntzen"	<https://commons.wikimedia.org/wiki/Category:Heinrich_Buntzen>
<http://www.wikidata.org/entity/Q12315952>	"Heinrich Dittmers"@da	"492"	"Heinrich Dittmers"	"Heinrich Dittmers"	<https://commons.wikimedia.org/wiki/Category:Heinrich_Dittmers>
<http://www.wikidata.org/entity/Q12316382>	"Henrik Jespersen"@da	"271"	"Henrik Jespersen"	"Henrik Jespersen"	<https://commons.wikimedia.org/wiki/Category:Henrik_Jespersen>
<http://www.wikidata.org/entity/Q12316447>	"Henrik Schouboe"@da	"936"	"Henrik Schouboe"	"Henrik Schouboe"	<https://commons.wikimedia.org/wiki/Category:Henrik_Schouboe>
<http://www.wikidata.org/entity/Q12316604>	"Herman Siegumfeldt"@da	"939"	"Herman Siegumfeldt"	"Herman Siegumfeldt"	<https://commons.wikimedia.org/wiki/Category:Herman_Siegumfeldt>
<http://www.wikidata.org/entity/Q12316605>	"Hermania Neergaard"@da	"2576"	"Hermania Neergaard"	"Hermania Neergaard"	<https://commons.wikimedia.org/wiki/Category:Hermania_Neergaard>
<http://www.wikidata.org/entity/Q12317032>	"Holga Reinhard"@da	"2768"	"Holga Reinhard"	"Holga Reinhard"	<https://commons.wikimedia.org/wiki/Category:Holga_Reinhard>
<http://www.wikidata.org/entity/Q12318772>	"J.P. Møller"@da	"221"	"Jens Peter Møller"	"Jens Peter Møller"	<https://commons.wikimedia.org/wiki/Category:Jens_Peter_M%C3%B8ller>
<http://www.wikidata.org/entity/Q12318884>	"Jacob Petersen"@da	"2747"	"Jakob Petersen"	"Jacob Petersen"	<https://commons.wikimedia.org/wiki/Category:Jacob_Petersen>
<http://www.wikidata.org/entity/Q12318916>	"Jacopo Fabris"@da	"6573"		"Jacopo Fabris"	<https://commons.wikimedia.org/wiki/Category:Jacopo_Fabris>
<http://www.wikidata.org/entity/Q12319233>	"Jens Birkholm"@da	"410"	"Jens Birkholm"	"Jens Birkholm"	<https://commons.wikimedia.org/wiki/Category:Jens_Birkholm>
<http://www.wikidata.org/entity/Q12319297>	"Jens Hansen-Aarslev"@da	"75"	"Jens Hansen-Aarslev"		<https://commons.wikimedia.org/wiki/Category:Jens_Hansen-Aarslev>
<http://www.wikidata.org/entity/Q12319889>	"Johan Friedrich Fritz"@da	"509"	"Johann Friedrich Fritz"	"Johann Friedrich Fritz"	<https://commons.wikimedia.org/wiki/Category:Johann_Friedrich_Fritz>
<http://www.wikidata.org/entity/Q12320099>	"Johannes Ludvig Camradt"@da	"478"	"Johannes Ludvig Camradt"	"Johannes Ludvig Camradt"	<https://commons.wikimedia.org/wiki/Category:Johannes_Ludvig_Camradt>
<http://www.wikidata.org/entity/Q12320106>	"Johannes Møller"@da	"599"	"Johannes Møller"	"Johannes Ludwig Heinrich Möller"	<https://commons.wikimedia.org/wiki/Category:Johannes_Ludwig_Heinrich_M%C3%B6ller>
<http://www.wikidata.org/entity/Q12320133>	"Johannes Wilhjelm"@da	"22273"	"Johannes Wilhjelm"	"Johannes Wilhjelm"	<https://commons.wikimedia.org/wiki/Category:Johannes_Wilhjelm>
<http://www.wikidata.org/entity/Q12320133>	"Johannes Wilhjelm"@da	"1142"	"Johannes Wilhjelm"	"Johannes Wilhjelm"	<https://commons.wikimedia.org/wiki/Category:Johannes_Wilhjelm>
<http://www.wikidata.org/entity/Q12320359>	"Josef Theodor Hansen"@da	"16751"	"Josef Theodor Hansen"	"Josef Theodor Hansen"	<https://commons.wikimedia.org/wiki/Category:Josef_Theodor_Hansen>
<http://www.wikidata.org/entity/Q12320359>	"Josef Theodor Hansen"@da	"535"	"Josef Theodor Hansen"	"Josef Theodor Hansen"	<https://commons.wikimedia.org/wiki/Category:Josef_Theodor_Hansen>
<http://www.wikidata.org/entity/Q12320470>	"Julie Lütken"@da	"581"			<https://commons.wikimedia.org/wiki/Category:Julie_L%C3%BCtken>
<http://www.wikidata.org/entity/Q12320495>	"Julius Friedlænder"@da	"508"	"Julius Friedlænder"	"Julius Friedlænder"	<https://commons.wikimedia.org/wiki/Category:Julius_Friedl%C3%A6nder>
<http://www.wikidata.org/entity/Q12320613>	"Just Jerndorff"@da	"430"		"Just Jerndorff (painter)"	<https://commons.wikimedia.org/wiki/Category:Just_Jerndorff_(painter)>
<http://www.wikidata.org/entity/Q5709399>	"Ottmar Elliger den yngre"@da	"1539"	"Ottmar Elliger the Younger"	"Ottomar Elliger (II)"	<https://commons.wikimedia.org/wiki/Category:Ottomar_Elliger_(II)>
<http://www.wikidata.org/entity/Q5713109>	"Leander Engström"@da	"1643"	"Leander Engström"	"Leander Engström"	<https://commons.wikimedia.org/wiki/Category:Leander_Engstr%C3%B6m>
<http://www.wikidata.org/entity/Q5713938>	"Hendrik Schoock"@da	"1809"		"Hendrick Schoock"	<https://commons.wikimedia.org/wiki/Category:Hendrick_Schoock>
<http://www.wikidata.org/entity/Q5717641>	"Sven Erixson"@da	"1645"		"Sven Erixson"	<https://commons.wikimedia.org/wiki/Category:Sven_Erixson>
<http://www.wikidata.org/entity/Q5730785>	"Ludvig Find"@da	"46"	"Ludvig Find"	"Ludvig Find"	<https://commons.wikimedia.org/wiki/Category:Ludvig_Find>
<http://www.wikidata.org/entity/Q5731753>	"Vilhelm Theodor Fischer"@da	"504"	"Vilhelm Theodor Fischer"	"Vilhelm Theodor Fischer"	<https://commons.wikimedia.org/wiki/Category:Vilhelm_Theodor_Fischer>
<http://www.wikidata.org/entity/Q5738270>	"Harald Foss"@da	"179"	"Harald Foss"	"Harald Foss"	<https://commons.wikimedia.org/wiki/Category:Harald_Foss>
<http://www.wikidata.org/entity/Q5740305>	"Herman Vedel"@da	"1137"	"Herman Vedel"	"Herman Vedel"	<https://commons.wikimedia.org/wiki/Category:Herman_Vedel>
<http://www.wikidata.org/entity/Q5787056>	"Svend Hammershøi"@da	"530"	"Svend Hammershøi"	"Svend Hammershøi"	<https://commons.wikimedia.org/wiki/Category:Svend_Hammersh%C3%B8i>
<http://www.wikidata.org/entity/Q5788394>	"Hans Nikolaj Hansen"@da	"22090"	"Hans Nikolaj Hansen"	"Hans Nikolaj Hansen"	<https://commons.wikimedia.org/wiki/Category:Hans_Nikolaj_Hansen>
<http://www.wikidata.org/entity/Q5788394>	"Hans Nikolaj Hansen"@da	"533"	"Hans Nikolaj Hansen"	"Hans Nikolaj Hansen"	<https://commons.wikimedia.org/wiki/Category:Hans_Nikolaj_Hansen>
<http://www.wikidata.org/entity/Q5788541>	"Niels Hansen"@da	"70"	"Niels Hansen (1880-1946)"	"Niels Hansen (1880-1946)"	<https://commons.wikimedia.org/wiki/Category:Niels_Hansen_(1880-1946)>
<http://www.wikidata.org/entity/Q5816308>	"Oscar Hullgren"@da	"1664"			<https://commons.wikimedia.org/wiki/Category:Oscar_Hullgren>
<http://www.wikidata.org/entity/Q5824034>	"Valdemar Irminger"@da	"105"	"Valdemar Irminger"	"Valdemar Irminger"	<https://commons.wikimedia.org/wiki/Category:Valdemar_Irminger>
<http://www.wikidata.org/entity/Q5882613>	"Jens Adolf Jerichau"@da	"120"	"Jens Adolf Jerichau (painter)"	"Jens Adolf Jerichau (painter)"	<https://commons.wikimedia.org/wiki/Category:Jens_Adolf_Jerichau_(painter)>
<http://www.wikidata.org/entity/Q5889945>	"Einar Jolin"@da	"1668"		"Einar Jolin"	<https://commons.wikimedia.org/wiki/Category:Einar_Jolin>
<http://www.wikidata.org/entity/Q5896262>	"Aksel Jørgensen"@da	"976"			<https://commons.wikimedia.org/wiki/Category:Aksel_J%C3%B8rgensen>
<http://www.wikidata.org/entity/Q5898230>	"Gottfrid Samuel Nickolaus Kallsteniüs"@da	"1672"	"Gottfrid Kallstenius"	"Gottfrid Kallstenius"	<https://commons.wikimedia.org/wiki/Category:Gottfrid_Kallstenius>
<http://www.wikidata.org/entity/Q5927817>	"Carl Kylberg"@da	"1680"		"Carl Kylberg"	<https://commons.wikimedia.org/wiki/Category:Carl_Kylberg>
<http://www.wikidata.org/entity/Q5936386>	"Knud Larsen"@da	"1006"	"Knud Larsen"	"Knud Larsen (painter)"	<https://commons.wikimedia.org/wiki/Category:Knud_Larsen_(painter)>
<http://www.wikidata.org/entity/Q83578>	"Asger Jorn"@da	"974"		"Asger Jorn"	
<http://www.wikidata.org/entity/Q108301>	"Maurice Utrillo"@da	"1882"	"Maurice Utrillo"	"Maurice Utrillo"	
<http://www.wikidata.org/entity/Q123560>	"Arthur \"Addie\" Købcke"@da	"1001"			
<http://www.wikidata.org/entity/Q127266>	"Jean Dewasne"@da	"163"			
<http://www.wikidata.org/entity/Q127270>	"Jean Deyrolle"@da	"39553"			
<http://www.wikidata.org/entity/Q127270>	"Jean Deyrolle"@da	"6370"			
<http://www.wikidata.org/entity/Q151152>	"Juan Gris"@da	"2743"	"Juan Gris"	"Juan Gris"	
<http://www.wikidata.org/entity/Q152788>	"Emil Nolde"@da	"1572"	"Emil Nolde"	"Emil Nolde"	
<http://www.wikidata.org/entity/Q153793>	"Georges Braque"@da	"1392"	"Georges Braque"	"Georges Braque"	
<http://www.wikidata.org/entity/Q154842>	"Max Ernst"@da	"2170"	"Max Ernst"	"Max Ernst"	
<http://www.wikidata.org/entity/Q156272>	"André Derain"@da	"1505"		"André Derain"	
<http://www.wikidata.org/entity/Q157183>	"Fernand Léger"@da	"721"		"Fernand Léger"	
<http://www.wikidata.org/entity/Q211562>	"Ambrogio Lorenzetti"@da	"34260"	"Ambrogio Lorenzetti"	"Ambrogio Lorenzetti"	
<http://www.wikidata.org/entity/Q241098>	"Maurice de Vlaminck"@da	"1932"	"Maurice de Vlaminck"	"Maurice de Vlaminck"	
<http://www.wikidata.org/entity/Q245624>	"Merry-Joseph Blondel"@da	"3829"	"Merry-Joseph Blondel"	"Merry-Joseph Blondel"	
<http://www.wikidata.org/entity/Q271676>	"Charles Le Brun"@da	"718"	"Charles Le Brun"	"Charles Le Brun"	
<http://www.wikidata.org/entity/Q287934>	"Spinello Aretino"@da	"33942"	"Spinello Aretino"	"Spinello Aretino"	
<http://www.wikidata.org/entity/Q287934>	"Spinello Aretino"@da	"1842"	"Spinello Aretino"	"Spinello Aretino"	
<http://www.wikidata.org/entity/Q312616>	"Petrus Christus"@da	"1429"	"Petrus Christus"	"Petrus Christus"	
<http://www.wikidata.org/entity/Q316269>	"Agostino Carracci"@da	"1413"	"Agostino Carracci"	"Agostino Carracci"	
<http://www.wikidata.org/entity/Q317256>	"Mark Tansey"@da	"4734"			
<http://www.wikidata.org/entity/Q332494>	"Luca Giordano"@da	"2475"	"Luca Giordano"	"Luca Giordano"	
<http://www.wikidata.org/entity/Q334262>	"Guercino"@da	"2520"	"Guercino"	"Guercino"	
<http://www.wikidata.org/entity/Q346502>	"Jacopo Bassano"@da	"1341"	"Jacopo Bassano"	"Jacopo dal Ponte"	
<http://www.wikidata.org/entity/Q352438>	"Adriaen van Ostade"@da	"1582"	"Adriaen van Ostade"	"Adriaen van Ostade"	
<http://www.wikidata.org/entity/Q358147>	"Francesco Albani"@da	"1317"	"Francesco Albani"	"Francesco Albani"	
<http://www.wikidata.org/entity/Q380553>	"Ludovico Carracci"@da	"1415"	"Ludovico Carracci"	"Ludovico Carracci"	
<http://www.wikidata.org/entity/Q380706>	"Vilhelm Hammershøi"@da	"63"	"Vilhelm Hammershøi"	"Vilhelm Hammershøi"	
<http://www.wikidata.org/entity/Q381299>	"Louis-Michel van Loo"@da	"745"	"Louis-Michel van Loo"	"Louis-Michel van Loo"	
<http://www.wikidata.org/entity/Q386500>	"Antonio Balestra"@da	"1338"	"Antonio Balestra"	"Antonio Balestra"	
<http://www.wikidata.org/entity/Q392816>	"Richard Mortensen"@da	"220"			
<http://www.wikidata.org/entity/Q435316>	"Giandomenico Tiepolo"@da	"1868"	"Giovanni Domenico Tiepolo"	"Giovanni Domenico Tiepolo"	
<http://www.wikidata.org/entity/Q447730>	"Giovanni Lanfranco"@da	"34298"	"Giovanni Lanfranco"	"Giovanni Lanfranco"	
<http://www.wikidata.org/entity/Q447730>	"Giovanni Lanfranco"@da	"710"	"Giovanni Lanfranco"	"Giovanni Lanfranco"	
<http://www.wikidata.org/entity/Q452318>	"Sebastiano Serlio"@da	"3119"		"Sebastiano Serlio"	
<http://www.wikidata.org/entity/Q551695>	"Domenico Fetti"@da	"1552"	"Domenico Fetti"	"Domenico Fetti"	
<http://www.wikidata.org/entity/Q629419>	"Bartolomeo Schedoni"@da	"1807"	"Bartolomeo Schedoni"	"Bartolomeo Schedoni"	
<http://www.wikidata.org/entity/Q651795>	"Palma Giovane"@da	"3001"	"Palma il Giovane"	"Palma il Giovane"	
<http://www.wikidata.org/entity/Q689646>	"Jean-Michel Atlan"@da	"2646"			
<http://www.wikidata.org/entity/Q708631>	"Pierre Soulages"@da	"1838"		"Pierre Soulages"	
<http://www.wikidata.org/entity/Q709393>	"Hendrik Van Steenwyck"@da	"1848"	"Hendrik van Steenwijck (II)"	"Hendrik van Steenwijck (II)"	
<http://www.wikidata.org/entity/Q716732>	"Carl Wilhelmson"@da	"1733"	"Carl Wilhelmson"	"Carl Wilhelmson"	
<http://www.wikidata.org/entity/Q718297>	"Tal R"@da	"6074"			
<http://www.wikidata.org/entity/Q718297>	"Tal R"@da	"17790"			
<http://www.wikidata.org/entity/Q742300>	"Hans Scherfig"@da	"967"			
<http://www.wikidata.org/entity/Q809318>	"Bartholomeus Breenbergh"@da	"1393"	"Bartholomeus Breenbergh"	"Bartholomeus Breenbergh"	
<http://www.wikidata.org/entity/Q827752>	"Bertha Wegmann"@da	"643"	"Bertha Wegmann"	"Bertha Wegmann"	
<http://www.wikidata.org/entity/Q918778>	"Perino del Vaga"@da	"1885"	"Perino del Vaga"	"Perin del Vaga"	
<http://www.wikidata.org/entity/Q936491>	"Rudolph Tegner"@da	"941"	"Rudolph Tegner"	"Rudolph Tegner"	
<http://www.wikidata.org/entity/Q968285>	"Charles Camoin"@da	"1409"			
<http://www.wikidata.org/entity/Q977245>	"Storm P."@da	"1121"	"Storm P."	"Storm P"	
<http://www.wikidata.org/entity/Q978437>	"Gerard Hoet"@da	"2501"	"Gerard Hoet (I)"	"Gerard Hoet (I)"	
<http://www.wikidata.org/entity/Q982011>	"Giovanni Battista Pittoni"@da	"5415"	"Giovanni Battista Pittoni"	"Giovanni Battista Pittoni"	
<http://www.wikidata.org/entity/Q1086744>	"Giuseppe Bazzani"@da	"1348"	"Giuseppe Bazzani"	"Giuseppe Bazzani"	
<http://www.wikidata.org/entity/Q1387579>	"Otto Sinding"@da	"1720"	"Otto Sinding"	"Otto Sinding"	
<http://www.wikidata.org/entity/Q1527051>	"Girolamo Bedoli-Mazzola"@da	"784"	"Girolamo Mazzola Bedoli"	"Girolamo Mazzola Bedoli"	
<http://www.wikidata.org/entity/Q1606307>	"Henrik Plenge Jacobsen"@da	"5904"			
<http://www.wikidata.org/entity/Q1627997>	"Horatius De Hooch"@da	"2506"			
<http://www.wikidata.org/entity/Q1731735>	"Karl Høgberg"@da	"1665"			
<http://www.wikidata.org/entity/Q1740593>	"Walter Dahn"@da	"4458"			
<http://www.wikidata.org/entity/Q1781129>	"Jean Heiberg"@da	"1658"			
<http://www.wikidata.org/entity/Q1794177>	"Kurt Trampedach"@da	"1132"			
<http://www.wikidata.org/entity/Q1851487>	"Wilhelm Freddie"@da	"48"			
<http://www.wikidata.org/entity/Q1893994>	"Erik Ortvad"@da	"958"			
<http://www.wikidata.org/entity/Q1983347>	"Matthias Withoos"@da	"5702"	"Matthias Withoos"	"Matthias Withoos"	
<http://www.wikidata.org/entity/Q2060227>	"Vilhelm Bjerke Petersen"@da	"14"			
<http://www.wikidata.org/entity/Q2161543>	"Roger-Edgar Gillet"@da	"2015"			
<http://www.wikidata.org/entity/Q2245400>	"Ejler Bille"@da	"12"			
<http://www.wikidata.org/entity/Q2272816>	"Peder Balke"@da		"Peder Balke"	"Peder Balke"	
<http://www.wikidata.org/entity/Q2413064>	"Henry Heerup"@da	"82"			
<http://www.wikidata.org/entity/Q2424830>	"Thomas Huber"@da	"661"			
<http://www.wikidata.org/entity/Q2428870>	"Thorbjørn Lausten"@da	"1076"			
<http://www.wikidata.org/entity/Q2449649>	"Guido Cagnacci"@da	"1406"	"Guido Cagnacci"	"Guido Cagnacci"	
<http://www.wikidata.org/entity/Q2668592>	"Sonja Ferlov Mancoba"@da	"45"			
<http://www.wikidata.org/entity/Q2830971>	"Albert Bitran"@da	"1365"			
<http://www.wikidata.org/entity/Q2839945>	"Alphonse Quizet"@da	"1747"			
<http://www.wikidata.org/entity/Q2866310>	"Erik Thommesen"@da	"2693"			
<http://www.wikidata.org/entity/Q2897172>	"Berit Heggenhougen-Jensen"@da	"35991"			
<http://www.wikidata.org/entity/Q2897172>	"Berit Heggenhougen-Jensen"@da	"27577"			
<http://www.wikidata.org/entity/Q2897172>	"Berit Heggenhougen-Jensen"@da	"204"			
<http://www.wikidata.org/entity/Q2926186>	"Bror Hjorth"@da	"1661"	"Bror Hjorth"	"Bror Hjorth"	
<http://www.wikidata.org/entity/Q2960000>	"Charles Picart Le Doux"@da	"1606"			
<http://www.wikidata.org/entity/Q3049203>	"Egill Jacobsen"@da	"108"			
<http://www.wikidata.org/entity/Q3318228>	"Mogens Møller"@da	"334"			
<http://www.wikidata.org/entity/Q3364449>	"Oluf Høst"@da	"101"			
<http://www.wikidata.org/entity/Q3364695>	"Gunnar Aagaard Andersen"@da	"5934"			
<http://www.wikidata.org/entity/Q3384955>	"Pierre Farrey"@da	"1549"			
<http://www.wikidata.org/entity/Q3426349>	"Arne Lofthus"@da	"1687"			
<http://www.wikidata.org/entity/Q3481163>	"Gunnlaugur Scheving"@da	"1715"			
<http://www.wikidata.org/entity/Q3579869>	"Édouard Goerg"@da	"2745"			
<http://www.wikidata.org/entity/Q3579869>	"Édouard Goerg"@da	"2739"			
<http://www.wikidata.org/entity/Q3750158>	"Francesco Liani"@da	"729"	"Francesco Liani"	"Francesco Liani"	
<http://www.wikidata.org/entity/Q3793139>	"William Scharff"@da	"884"			
<http://www.wikidata.org/entity/Q3807923>	"Jens Birkemose"@da	"465"			
<http://www.wikidata.org/entity/Q4332409>	"Mikko Oskar Oinonen"@da	"1701"			
<http://www.wikidata.org/entity/Q4587966>	"Egon Mathiesen"@da	"214"			
<http://www.wikidata.org/entity/Q4587989>	"Anton Hansen"@da	"531"			
<http://www.wikidata.org/entity/Q4679722>	"Adam Saks"@da	"20909"			
<http://www.wikidata.org/entity/Q4860450>	"Barend van Kalraet"@da	"675"			
<http://www.wikidata.org/entity/Q4942108>	"Ebba Carstensen"@da	"27"			
<http://www.wikidata.org/entity/Q4943051>	"Franciska Clausen"@da	"159"			
<http://www.wikidata.org/entity/Q4954471>	"Olivia Holm-Møller"@da	"90"			
<http://www.wikidata.org/entity/Q4965129>	"Lise Malinovsky"@da	"589"			
<http://www.wikidata.org/entity/Q5109585>	"Johann Christian Michael Ezdorf"@da	"1546"			
<http://www.wikidata.org/entity/Q5388631>	"Erik Hoppe"@da	"93"			
<http://www.wikidata.org/entity/Q5389802>	"Erling Enger"@da	"1642"			
<http://www.wikidata.org/entity/Q5516713>	"Gaetano Vetturali"@da	"1924"			
<http://www.wikidata.org/entity/Q5553291>	"Mogens Andersen"@da	"39699"			
<http://www.wikidata.org/entity/Q5553291>	"Mogens Andersen"@da	"4"			
<http://www.wikidata.org/entity/Q5597408>	"Ola Billgren"@da	"4169"			
<http://www.wikidata.org/entity/Q5600432>	"Gideon Börje"@da	"1634"			
<http://www.wikidata.org/entity/Q5610894>	"Marcus Collin"@da	"1636"			
<http://www.wikidata.org/entity/Q5614029>	"Erland Cullberg"@da	"1637"			
<http://www.wikidata.org/entity/Q5649887>	"Hans Christian Rylander"@da	"881"			
<http://www.wikidata.org/entity/Q5753285>	"Hieronimo Miani"@da	"3122"			
<http://www.wikidata.org/entity/Q5784816>	"Erik Hallgren"@da	"1656"			
<http://www.wikidata.org/entity/Q5788399>	"Harald Hansen"@da	"66"			
<http://www.wikidata.org/entity/Q5825392>	"Kræsten Iversen"@da	"107"			
<http://www.wikidata.org/entity/Q5937556>	"Hans Larsson"@da	"1682"			
<http://www.wikidata.org/entity/Q5959542>	"Hilding Linnqvist"@da	"1686"			
<http://www.wikidata.org/entity/Q6004721>	"Valdemar Neiiendam"@da	"2724"			
<http://www.wikidata.org/entity/Q6007656>	"Helge Nielsen"@da	"854"			
<http://www.wikidata.org/entity/Q6009672>	"Michael Kvium"@da	"2091"			
<http://www.wikidata.org/entity/Q6071476>	"Folke Ricklund"@da	"1707"			
<http://www.wikidata.org/entity/Q6073501>	"Elof Risebye"@da	"878"			
<http://www.wikidata.org/entity/Q6090081>	"Axel Salto"@da	"298"			
<http://www.wikidata.org/entity/Q6179840>	"Jens Søndergaard"@da	"905"			
<http://www.wikidata.org/entity/Q6185053>	"Konrad Sparre"@da	"1841"			
<http://www.wikidata.org/entity/Q6243407>	"John Kørner"@da	"13266"			
<http://www.wikidata.org/entity/Q6253940>	"Hugo Zuhr"@da	"1736"			
<http://www.wikidata.org/entity/Q6321748>	"Júlíana Sveinsdóttir"@da	"901"			
<http://www.wikidata.org/entity/Q6371647>	"Karl Bovin"@da	"146"			
<http://www.wikidata.org/entity/Q6501886>	"Lauritz Hartz"@da	"78"			
<http://www.wikidata.org/entity/Q6819057>	"Merete Barker"@da	"2094"			
<http://www.wikidata.org/entity/Q7031533>	"Niels Lergaard"@da	"1009"			
<http://www.wikidata.org/entity/Q7031577>	"Niels Strøbek"@da	"900"			
<http://www.wikidata.org/entity/Q7192863>	"Pieter van der Willigen"@da	"1964"			
<http://www.wikidata.org/entity/Q7330047>	"Richard Winther"@da	"1143"			
<http://www.wikidata.org/entity/Q7651994>	"Sven Havsteen-Mikkelsen"@da	"260"			
