?item	?itemLabel	?kid	?commons_skab	?commonscat	?article
<http://www.wikidata.org/entity/Q7844947>	"Troels Wörsel"@da	"652"			
<http://www.wikidata.org/entity/Q8513411>	"Folmer Bendtsen"@da	"8"			
<http://www.wikidata.org/entity/Q10542736>	"Kalle Hedberg"@da	"1657"			
<http://www.wikidata.org/entity/Q11902347>	"Werner Åström"@da	"1623"			
<http://www.wikidata.org/entity/Q11903052>	"Yrjö Saarinen"@da	"1711"			
<http://www.wikidata.org/entity/Q11959630>	"August Jacobsen"@da	"1667"			
<http://www.wikidata.org/entity/Q11970292>	"Frithioff Johansen"@da	"971"			
<http://www.wikidata.org/entity/Q11972013>	"Gino Scarpa"@da	"1802"			
<http://www.wikidata.org/entity/Q11978527>	"Jesper Christiansen"@da	"3774"			
<http://www.wikidata.org/entity/Q11993812>	"Omar Andréen"@da				
<http://www.wikidata.org/entity/Q12300537>	"Adam Sophus Danneskiold-Samsøe"@da	"6341"			
<http://www.wikidata.org/entity/Q12300872>	"Albert Mertz"@da	"1084"			
<http://www.wikidata.org/entity/Q12301423>	"Anders Kirkegaard"@da	"983"			
<http://www.wikidata.org/entity/Q12301686>	"Anita Jørgensen"@da	"4233"			
<http://www.wikidata.org/entity/Q12303084>	"Bendix Grodtschilling den yngre"@da	"519"			
<http://www.wikidata.org/entity/Q12305224>	"Carl Falbe-Hansen"@da	"502"			
<http://www.wikidata.org/entity/Q12305273>	"Carl Johan Sennels"@da	"34263"			
<http://www.wikidata.org/entity/Q12305423>	"Carl Østerbye"@da	"928"			
<http://www.wikidata.org/entity/Q12306468>	"Claus Carstensen"@da	"26"			
<http://www.wikidata.org/entity/Q12307116>	"Dan Sterup-Hansen"@da	"304"			
<http://www.wikidata.org/entity/Q12309847>	"Elsa Thoresen"@da	"3984"			
<http://www.wikidata.org/entity/Q12310271>	"Erik A. Frandsen"@da	"181"			
<http://www.wikidata.org/entity/Q12310453>	"Erik Øckenholt"@da	"4785"			
<http://www.wikidata.org/entity/Q12310503>	"Ernst Goldschmidt"@da	"192"			
<http://www.wikidata.org/entity/Q12312178>	"Frank Rubin"@da	"879"			
<http://www.wikidata.org/entity/Q12315660>	"Harald Leth"@da	"1010"			
<http://www.wikidata.org/entity/Q12316013>	"Helge Bertram"@da	"6134"			
<http://www.wikidata.org/entity/Q12318000>	"Ib Geertsen"@da	"55"			
<http://www.wikidata.org/entity/Q12318779>	"J.V. Martin"@da	"9313"			
<http://www.wikidata.org/entity/Q12320074>	"Johannes Hofmeister"@da	"88"			
<http://www.wikidata.org/entity/Q12320499>	"Julius Hellesen"@da	"540"			
<http://www.wikidata.org/entity/Q12321484>	"Kaspar Bonnén"@da	"17373"			
<http://www.wikidata.org/entity/Q12321609>	"Kay Christensen"@da	"29"			
<http://www.wikidata.org/entity/Q12321627>	"Kehnet Nielsen"@da	"955"			
<http://www.wikidata.org/entity/Q12322324>	"Knud Kyhn"@da	"277"			
<http://www.wikidata.org/entity/Q12324247>	"Lene Adler Petersen"@da	"127"			
<http://www.wikidata.org/entity/Q12326230>	"Martin Bigum"@da	"5871"			
<http://www.wikidata.org/entity/Q12326859>	"Mette Winckelmann"@da	"22818"			
<http://www.wikidata.org/entity/Q12327451>	"Mogens Gissel"@da	"189"			
<http://www.wikidata.org/entity/Q12327505>	"Mogens Zieler"@da	"926"			
<http://www.wikidata.org/entity/Q12328649>	"Nicolai Peters"@da	"604"			
<http://www.wikidata.org/entity/Q12328890>	"Niels Reumert"@da	"2112"			
<http://www.wikidata.org/entity/Q12329984>	"Olaf Rude"@da	"880"			
<http://www.wikidata.org/entity/Q12331484>	"Peter Bonde"@da	"19"			
<http://www.wikidata.org/entity/Q12331493>	"Peter Carlsen"@da	"6166"			
<http://www.wikidata.org/entity/Q12331649>	"Peter Martensen"@da	"6139"			
<http://www.wikidata.org/entity/Q12332142>	"Poul Ekelund"@da	"21003"			
<http://www.wikidata.org/entity/Q12332142>	"Poul Ekelund"@da	"41"			
<http://www.wikidata.org/entity/Q12332255>	"Povl Christensen"@da	"483"			
<http://www.wikidata.org/entity/Q12332323>	"Preben Wölck"@da	"1027"			
<http://www.wikidata.org/entity/Q12336440>	"Sonny Tronborg"@da	"3782"			
<http://www.wikidata.org/entity/Q12337204>	"Stig Brøgger"@da	"22"			
<http://www.wikidata.org/entity/Q12337877>	"Sven Dalsgaard"@da	"35"			
<http://www.wikidata.org/entity/Q12338535>	"Søren Hjorth Nielsen"@da	"40120"			
<http://www.wikidata.org/entity/Q12338535>	"Søren Hjorth Nielsen"@da	"200"			
<http://www.wikidata.org/entity/Q12339563>	"Tonny Hørning"@da	"100"			
<http://www.wikidata.org/entity/Q12339575>	"Torben Christensen"@da	"3581"			
<http://www.wikidata.org/entity/Q12343247>	"Tom Krøjer"@da	"995"			
<http://www.wikidata.org/entity/Q15202903>	"Mari Slaattelid"@da	"12958"			
<http://www.wikidata.org/entity/Q15944183>	"Thorvald Hagedorn-Olsen"@da	"60"			
<http://www.wikidata.org/entity/Q16000408>	"Jón Stefánsson"@da	"1118"			
<http://www.wikidata.org/entity/Q16063509>	"Cathrine Raben Davidsen"@da	"12980"			
<http://www.wikidata.org/entity/Q16067183>	"Axel P. Jensen"@da	"112"			
<http://www.wikidata.org/entity/Q16167784>	"Yngve Bäck"@da	"1632"			
<http://www.wikidata.org/entity/Q16580518>	"Jacobus Koolen"@da	"696"			
<http://www.wikidata.org/entity/Q16633411>	"Christian Schmidt-Rasmussen"@da	"13003"			
<http://www.wikidata.org/entity/Q16649048>	"Gustav Alexanderson"@da	"1624"			
<http://www.wikidata.org/entity/Q16649428>	"Preben Hornung"@da	"94"			
<http://www.wikidata.org/entity/Q16649529>	"Ivan Jordell"@da	"1669"			
<http://www.wikidata.org/entity/Q16649938>	"Kristian Møhl"@da	"597"			
<http://www.wikidata.org/entity/Q16649962>	"Albert Naur"@da	"953"			
<http://www.wikidata.org/entity/Q16663811>	"Maurice E. Sarthou"@da	"1798"			
<http://www.wikidata.org/entity/Q17044489>	"Heinrich Jansen"@da	"669"			
<http://www.wikidata.org/entity/Q17096653>	"Thore Heramb"@da	"1660"			
<http://www.wikidata.org/entity/Q17106785>	"Ursula Reuter Christiansen"@da	"876"			
<http://www.wikidata.org/entity/Q17285665>	"Jan Vermeulen"@da	"1917"	"Jan Vermeulen"	"Jan Vermeulen"	
<http://www.wikidata.org/entity/Q17917687>	"Kaj Ejstrup"@da	"40"			
<http://www.wikidata.org/entity/Q18176344>	"Ernst Syberg"@da	"940"			
<http://www.wikidata.org/entity/Q18205855>	"Johannes Carstensen"@da	"481"			
<http://www.wikidata.org/entity/Q18207527>	"Victor Brockdorff"@da	"21"			
<http://www.wikidata.org/entity/Q18356320>	"Freddie A. Lerche"@da	"328"			
<http://www.wikidata.org/entity/Q18359108>	"Viggo Rørup"@da	"882"			
<http://www.wikidata.org/entity/Q18362130>	"Ole Kielberg"@da	"980"			
<http://www.wikidata.org/entity/Q18421595>	"Lars Ravn"@da	"1044"			
<http://www.wikidata.org/entity/Q18603352>	"Jacobus Victors"@da	"1925"			
<http://www.wikidata.org/entity/Q18608164>	"Maerten Stoop"@da	"1852"	"Maerten Stoop"		
<http://www.wikidata.org/entity/Q18640578>	"Laura Brun-Pedersen"@da	"236"			
<http://www.wikidata.org/entity/Q18640658>	"Holger J. Jensen"@da	"116"			
<http://www.wikidata.org/entity/Q18645946>	"Peter Alsing Nielsen"@da	"224"			
<http://www.wikidata.org/entity/Q18646058>	"Frede Christoffersen"@da	"21294"			
<http://www.wikidata.org/entity/Q18646058>	"Frede Christoffersen"@da	"31"			
<http://www.wikidata.org/entity/Q18715785>	"Anna Klindt Sørensen"@da	"987"			
<http://www.wikidata.org/entity/Q18716234>	"Ole Søndergaard"@da	"1124"			
<http://www.wikidata.org/entity/Q18738875>	"Thomas Bang"@da	"4031"			
<http://www.wikidata.org/entity/Q18808761>	"Christian Daugaard"@da	"38"			
<http://www.wikidata.org/entity/Q18808778>	"Else Fischer-Hansen"@da	"249"			
<http://www.wikidata.org/entity/Q18808782>	"Paul Gadegaard"@da	"53"			
<http://www.wikidata.org/entity/Q18813247>	"Frans de Jong"@da	"671"			
<http://www.wikidata.org/entity/Q18813272>	"Jan Donker"@da	"3127"			
<http://www.wikidata.org/entity/Q19282057>	"Harald Rudyard Engman"@da	"5523"			
<http://www.wikidata.org/entity/Q19357168>	"Vilhelm Tetens"@da	"1126"			
<http://www.wikidata.org/entity/Q19594763>	"Knud Hvidberg"@da	"324"			
<http://www.wikidata.org/entity/Q19664493>	"Ole Sporring"@da	"895"			
<http://www.wikidata.org/entity/Q19665073>	"Erik Hagens"@da	"373"			
<http://www.wikidata.org/entity/Q19666140>	"Svend Johansen"@da	"972"			
<http://www.wikidata.org/entity/Q19828425>	"Leonard Forslund"@da	"6127"			
<http://www.wikidata.org/entity/Q19976330>	"O.V. Borch"@da	"144"			
<http://www.wikidata.org/entity/Q20033370>	"Rita Kernn-Larsen"@da	"3982"			
<http://www.wikidata.org/entity/Q20502671>	"Robert Lotiron"@da	"749"			
<http://www.wikidata.org/entity/Q20744813>	"Poul Sørensen"@da	"908"			
<http://www.wikidata.org/entity/Q20745462>	"Kjeld Hansen"@da	"1052"			
<http://www.wikidata.org/entity/Q20745570>	"Viggo Jensen"@da	"360"			
<http://www.wikidata.org/entity/Q20745689>	"Søren Hansen"@da	"1054"			
<http://www.wikidata.org/entity/Q20746986>	"Preben Jørgensen"@da	"561"			
<http://www.wikidata.org/entity/Q20747158>	"Jens Nielsen"@da	"857"			
<http://www.wikidata.org/entity/Q20747165>	"Hans Øllgaard"@da	"1028"			
<http://www.wikidata.org/entity/Q20747177>	"Anton Müller"@da	"3605"			
<http://www.wikidata.org/entity/Q20749487>	"Niels Andersen"@da	"460"			
<http://www.wikidata.org/entity/Q20749492>	"Knud Erik Hansen"@da	"69"			
<http://www.wikidata.org/entity/Q20751079>	"Alfred Madsen"@da	"207"			
<http://www.wikidata.org/entity/Q20823519>	"Olle Skagerfors"@da	"1723"			
<http://www.wikidata.org/entity/Q20829739>	"Jeppe Vontillius"@da	"925"			
<http://www.wikidata.org/entity/Q20853543>	"Inge Ellegaard"@da	"42"			
<http://www.wikidata.org/entity/Q20856654>	"Arne Johannessen"@da	"123"			
<http://www.wikidata.org/entity/Q20856672>	"Alexander Klingspor"@da	"988"			
<http://www.wikidata.org/entity/Q20856788>	"Wilhelm Wils"@da	"649"			
<http://www.wikidata.org/entity/Q20859337>	"Jørgen Thomsen"@da	"2770"			
<http://www.wikidata.org/entity/Q20861103>	"Axel Bentzen"@da	"9"			
<http://www.wikidata.org/entity/Q20870813>	"Finn Mickelborg"@da	"333"			
<http://www.wikidata.org/entity/Q20890548>	"Pia Andersen"@da	"8221"			
<http://www.wikidata.org/entity/Q20890593>	"Søren Kjærsgaard"@da	"986"			
<http://www.wikidata.org/entity/Q20890637>	"Viggo Madsen"@da	"21865"			
<http://www.wikidata.org/entity/Q20890637>	"Viggo Madsen"@da	"208"			
<http://www.wikidata.org/entity/Q20891163>	"de Coninck"@da	"3106"			
<http://www.wikidata.org/entity/Q20895050>	"Victor Haagen-Müller"@da	"21309"			
<http://www.wikidata.org/entity/Q20895050>	"Victor Haagen-Müller"@da	"102"			
<http://www.wikidata.org/entity/Q20902138>	"Flemming Bergsøe"@da	"10"			
<http://www.wikidata.org/entity/Q20902823>	"Viera Collaro"@da	"3971"			
<http://www.wikidata.org/entity/Q20903304>	"Eduard Borregaard"@da	"145"			
<http://www.wikidata.org/entity/Q20903315>	"Poul Bjørklund"@da	"16"			
<http://www.wikidata.org/entity/Q20903400>	"Peter Rostrup Bøyesen"@da	"850"			
<http://www.wikidata.org/entity/Q20908782>	"Helge Jensen"@da	"115"			
<http://www.wikidata.org/entity/Q20908807>	"Poul Winther"@da	"21335"			
<http://www.wikidata.org/entity/Q20908807>	"Poul Winther"@da	"924"			
<http://www.wikidata.org/entity/Q20936762>	"Carl Christian Gottlieb"@da	"517"			
<http://www.wikidata.org/entity/Q20963409>	"Franz Roos"@da	"1771"			
<http://www.wikidata.org/entity/Q20968221>	"Fredrik Raddum"@da	"33752"			
<http://www.wikidata.org/entity/Q21034429>	"Wilhelm Kümpel"@da	"700"			
<http://www.wikidata.org/entity/Q21170122>	"Axel Skjelborg"@da	"890"			
<http://www.wikidata.org/entity/Q21290816>	"Sergej Jensen"@da				
<http://www.wikidata.org/entity/Q21458709>	"Jean Laurent Challié"@da	"3103"			
<http://www.wikidata.org/entity/Q21470234>	"Jens Peter Groth Jensen"@da	"524"			
<http://www.wikidata.org/entity/Q21470286>	"Ole Vincent Larsen"@da	"4074"			
<http://www.wikidata.org/entity/Q21470286>	"Ole Vincent Larsen"@da	"13327"			
<http://www.wikidata.org/entity/Q21479997>	"Elisabeth Karlinsky"@da	"978"			
<http://www.wikidata.org/entity/Q21480029>	"Erling Jørgensen"@da	"1072"			
<http://www.wikidata.org/entity/Q21553718>	"Søren Elgaard"@da	"173"			
<http://www.wikidata.org/entity/Q21759724>	"Preben Fjederholt"@da	"6142"			
<http://www.wikidata.org/entity/Q21978972>	"Karin Nathorst Westfelt"@da	"1031"			
<http://www.wikidata.org/entity/Q21993951>	"Åge Vogel-Jørgensen"@da	"946"			
<http://www.wikidata.org/entity/Q22231151>	"Arne L. Hansen"@da	"2016"			
<http://www.wikidata.org/entity/Q22231219>	"Johann Sigismund Ebert"@da	"2789"			
<http://www.wikidata.org/entity/Q22231220>	"Niels Østergaard"@da	"1217"			
<http://www.wikidata.org/entity/Q22662646>	"Tonning Rasmussen"@da	"963"			
<http://www.wikidata.org/entity/Q22662648>	"Agnete Therkildsen"@da	"309"			
<http://www.wikidata.org/entity/Q22662652>	"Albert Gammelgaard"@da	"54"			
<http://www.wikidata.org/entity/Q22662657>	"Francesco Liberti"@da	"730"			
<http://www.wikidata.org/entity/Q23612390>	"Edma Stage"@da	"622"			
<http://www.wikidata.org/entity/Q23761383>	"Henning Damgård-Sørensen"@da	"37"			
<http://www.wikidata.org/entity/Q23762731>	"Emil Gregersen"@da	"195"			
<http://www.wikidata.org/entity/Q23989004>	"Marika af Ekström"@da	"1641"			
<http://www.wikidata.org/entity/Q24347852>	"Dominicus Gottfried Waerdigh"@da	"1947"			
<http://www.wikidata.org/entity/Q24846657>	"Rudolph Thygesen"@da	"1730"			
<http://www.wikidata.org/entity/Q25768239>	"Zacharias Webber"@da	"1950"			
<http://www.wikidata.org/entity/Q26239889>	"Johan Frederik Damm"@da	"490"			
<http://www.wikidata.org/entity/Q27062593>	"Christjern Schobius"@da	"2684"			
<http://www.wikidata.org/entity/Q27062602>	"Flemming Rosenfalck"@da	"1239"			
<http://www.wikidata.org/entity/Q27062600>	"Finn Reinbothe"@da	"5961"			
<http://www.wikidata.org/entity/Q27062640>	"H. Drost"@da	"2788"			
<http://www.wikidata.org/entity/Q27121710>	"Nils Erik Gjerdevik"@da	"2757"			
<http://www.wikidata.org/entity/Q27514223>	"Erik Idar"@da	"1666"			
<http://www.wikidata.org/entity/Q27910493>	"Louis Chalon"@da	"1427"			
<http://www.wikidata.org/entity/Q27980555>	"Gudrun Lorenzen"@da	"577"			
<http://www.wikidata.org/entity/Q27980552>	"Gerda Gundorph Jørgensen"@da	"6962"			
<http://www.wikidata.org/entity/Q27980552>	"Gerda Gundorph Jørgensen"@da	"525"			
<http://www.wikidata.org/entity/Q27980566>	"Olga Lau"@da	"1195"			
<http://www.wikidata.org/entity/Q27991522>	"Preben Siiger"@da	"620"			
<http://www.wikidata.org/entity/Q27991893>	"Albert Elmstedt"@da	"498"			
<http://www.wikidata.org/entity/Q27991896>	"Anders Gudmundsen-Holmgreen"@da	"2761"			
<http://www.wikidata.org/entity/Q27991903>	"Anne Margrethe Grosell"@da	"523"			
<http://www.wikidata.org/entity/Q27991973>	"Gudrun Poulsen"@da	"609"			
<http://www.wikidata.org/entity/Q27992025>	"Hans Voigt Steffensen"@da	"637"			
<http://www.wikidata.org/entity/Q27992095>	"Harry Carlsson"@da	"153"			
<http://www.wikidata.org/entity/Q28016580>	"Jens Sørensen"@da	"21486"			
<http://www.wikidata.org/entity/Q28016580>	"Jens Sørensen"@da	"906"			
<http://www.wikidata.org/entity/Q28049127>	"Ib Monrad Hansen"@da	"34270"			
<http://www.wikidata.org/entity/Q28049133>	"Johann Graf"@da	"2971"			
<http://www.wikidata.org/entity/Q28049146>	"Knud Raaschou-Nielsen"@da	"613"			
<http://www.wikidata.org/entity/Q28049145>	"Kathrine Ærtebjerg"@da	"12964"			
<http://www.wikidata.org/entity/Q28049158>	"Leo Estvad"@da	"500"			
<http://www.wikidata.org/entity/Q28049156>	"Lauritz Mikkelsen"@da	"593"			
<http://www.wikidata.org/entity/Q28049162>	"Niels Grønbech"@da	"57"			
<http://www.wikidata.org/entity/Q28049161>	"Mogens Hoff"@da	"543"			
<http://www.wikidata.org/entity/Q28049167>	"P. André Bertrand"@da	"1360"			
<http://www.wikidata.org/entity/Q28049164>	"Niels Nedergaard"@da	"335"			
<http://www.wikidata.org/entity/Q28049165>	"Ole Gjermandsen"@da	"514"			
<http://www.wikidata.org/entity/Q28049170>	"P. Coiffre"@da	"2793"			
<http://www.wikidata.org/entity/Q28049175>	"Povl Schrøder"@da	"938"			
<http://www.wikidata.org/entity/Q28049182>	"Svend Thomsen"@da	"1130"			
<http://www.wikidata.org/entity/Q28049181>	"Steffen Borgen"@da	"469"			
<http://www.wikidata.org/entity/Q28049191>	"A. Dencker"@da	"1504"			
<http://www.wikidata.org/entity/Q28049188>	"Wiliam Skotte Olsen"@da	"2687"			
<http://www.wikidata.org/entity/Q28049189>	"van de Laeter"@da	"702"			
<http://www.wikidata.org/entity/Q28049196>	"A. Hase"@da	"2794"			
<http://www.wikidata.org/entity/Q28049200>	"A. de Bois Clair"@da	"8555"			
<http://www.wikidata.org/entity/Q28049216>	"Alessandro Mattia"@da	"782"			
<http://www.wikidata.org/entity/Q28049220>	"Alexander Wilde"@da	"648"	"Alexander Wilde"		
<http://www.wikidata.org/entity/Q28049221>	"Allan Schmidt"@da	"1104"			
<http://www.wikidata.org/entity/Q28049226>	"Andreas, I Faistenberger"@da	"1548"			
<http://www.wikidata.org/entity/Q28049228>	"Andreas Friis"@da	"312"			
<http://www.wikidata.org/entity/Q28049234>	"Arne Gorki Schmidt"@da	"516"			
<http://www.wikidata.org/entity/Q28049236>	"Arne Petersen"@da	"4033"			
<http://www.wikidata.org/entity/Q28049237>	"Bjarke Regn Svendsen"@da	"10184"			
<http://www.wikidata.org/entity/Q28049243>	"Carl Wilhelm Wiehe"@da	"647"			
<http://www.wikidata.org/entity/Q28049241>	"Carl Fårup Christensen"@da	"655"			
<http://www.wikidata.org/entity/Q28049263>	"Erik Clemmesen"@da	"484"			
<http://www.wikidata.org/entity/Q28049270>	"Jack Kampmann"@da	"562"			
<http://www.wikidata.org/entity/Q28049268>	"Ingvald Holmefjord"@da	"1663"			
<http://www.wikidata.org/entity/Q28049274>	"Johann Murrer"@da	"2985"			
<http://www.wikidata.org/entity/Q28049272>	"Jacob Heinrich Helbigk"@da	"2817"			
<http://www.wikidata.org/entity/Q28049276>	"Judit Ström"@da	"12942"			
<http://www.wikidata.org/entity/Q28049281>	"Malene Landgreen"@da	"12684"			
<http://www.wikidata.org/entity/Q28049290>	"Poul Janus Ipsen"@da	"104"			
<http://www.wikidata.org/entity/Q28049291>	"Reidar Magnus"@da	"588"			
<http://www.wikidata.org/entity/Q28049300>	"Wolfgang Köpp"@da	"690"			
<http://www.wikidata.org/entity/Q28049590>	"Dous skole"@da	"34307"			
<http://www.wikidata.org/entity/Q28049598>	"Eigil Wendt"@da	"920"			
<http://www.wikidata.org/entity/Q28049596>	"Eckhardt Johnsen"@da	"1092"			
<http://www.wikidata.org/entity/Q28049602>	"Eiler Sørensen"@da	"2041"			
<http://www.wikidata.org/entity/Q28049607>	"Erling Gregers"@da	"518"			
<http://www.wikidata.org/entity/Q28049611>	"Eyvind Karup Nielsen"@da	"563"			
<http://www.wikidata.org/entity/Q28049609>	"Eugène de Sala"@da	"378"			
<http://www.wikidata.org/entity/Q28049615>	"Freddie Dybris"@da	"171"			
<http://www.wikidata.org/entity/Q28049613>	"Finn Nielssen"@da	"1696"			
<http://www.wikidata.org/entity/Q28049623>	"Gottfried Hempel"@da	"2782"			
<http://www.wikidata.org/entity/Q28049621>	"Georg Glud"@da	"190"			
<http://www.wikidata.org/entity/Q28049626>	"Gregers Jensen"@da	"553"			
<http://www.wikidata.org/entity/Q28049627>	"Gudmund Lervad"@da	"1096"			
<http://www.wikidata.org/entity/Q28049629>	"Gunnar Nikolajsen"@da	"601"			
<http://www.wikidata.org/entity/Q28049634>	"Harald Dall"@da	"489"			
<http://www.wikidata.org/entity/Q28049633>	"Hans Flauenskiold"@da	"505"			
<http://www.wikidata.org/entity/Q28049644>	"Helena Roouers"@da	"1775"			
<http://www.wikidata.org/entity/Q28049650>	"Holger Fevre"@da	"503"			
<http://www.wikidata.org/entity/Q28049648>	"Helge Ernst"@da	"44"			
<http://www.wikidata.org/entity/Q28049649>	"Helmuth Thomsen"@da	"913"			
<http://www.wikidata.org/entity/Q28049653>	"Holger Jacobsen"@da	"1089"			
<http://www.wikidata.org/entity/Q28049658>	"Inge Lise Westman"@da	"33719"			
<http://www.wikidata.org/entity/Q28049658>	"Inge Lise Westman"@da	"1214"			
<http://www.wikidata.org/entity/Q28049662>	"Ingvard Petersen"@da	"606"			
<http://www.wikidata.org/entity/Q28049663>	"Ivar Rosenberg"@da	"11501"			
<http://www.wikidata.org/entity/Q28049660>	"Ingrid Hansen"@da	"534"			
<http://www.wikidata.org/entity/Q28049666>	"J.Th. Jensen"@da	"554"			
<http://www.wikidata.org/entity/Q28049669>	"Jens Robert Jørgensen"@da	"20886"			
<http://www.wikidata.org/entity/Q28049674>	"Joh. G. Melzer"@da	"790"			
<http://www.wikidata.org/entity/Q28049672>	"Jes Fomsgaard"@da	"6138"			
<http://www.wikidata.org/entity/Q28049707>	"Jørgen Andersen-Nærum"@da	"459"			
<http://www.wikidata.org/entity/Q28049742>	"Kai Mottlau"@da	"594"			
<http://www.wikidata.org/entity/Q28049744>	"Karl Gustav Jørgensen"@da	"273"			
<http://www.wikidata.org/entity/Q28049753>	"Karl Larsen"@da	"1005"			
<http://www.wikidata.org/entity/Q28049758>	"Knud Lollesgaard"@da	"1097"			
<http://www.wikidata.org/entity/Q28049756>	"Karl Åge Riget"@da	"966"			
<http://www.wikidata.org/entity/Q28049763>	"Leo Thellefsen"@da	"628"			
<http://www.wikidata.org/entity/Q28049773>	"Leonhard Cemp"@da	"1748"			
<http://www.wikidata.org/entity/Q28049778>	"Levin Elias"@da	"497"			
<http://www.wikidata.org/entity/Q28049779>	"Loui Michael"@da	"1085"			
<http://www.wikidata.org/entity/Q28049801>	"Magnus Bengtsson"@da	"458"			
<http://www.wikidata.org/entity/Q28049806>	"Marius Engbert Rasmussen"@da	"3751"			
<http://www.wikidata.org/entity/Q28049804>	"Maria Marstrand"@da	"34269"			
<http://www.wikidata.org/entity/Q28049817>	"Matthijs Bloem"@da	"1369"			
<http://www.wikidata.org/entity/Q28049823>	"Mogens Kølkjær"@da	"573"			
<http://www.wikidata.org/entity/Q28049821>	"Michail Schibanoff"@da	"1806"			
